idx,a,b,prefix,target,target_id,t_star,n_edges_S,logit_full,logit_ablate_S,drop_S,drop_random_mean,drop_random_std,seed
0,cat,sat,The cat sat. The cat, sat,2206,5,60,16.124109268188477,15.895569801330566,0.22853946685791016,-0.08497486114501954,0.24023253123666305,0
1,dog,ran,The dog ran. The dog, ran,6337,5,60,16.532609939575195,16.826623916625977,-0.29401397705078125,0.050369548797607425,0.2120942743090492,1000
2,bird,flew,The bird flew. The bird, flew,18811,5,60,17.069778442382812,14.974679946899414,2.0950984954833984,0.028790092468261717,0.14230431971735633,2000
3,boy,jumped,The boy jumped. The boy, jumped,16780,5,60,15.111830711364746,13.312728881835938,1.7991018295288086,-0.14146966934204103,0.49628652475895335,3000
4,girl,smiled,The girl smiled. The girl, smiled,11373,5,60,14.904153823852539,15.325767517089844,-0.4216136932373047,-0.010680484771728515,0.09404147286465957,4000
5,man,walked,The man walked. The man, walked,7428,5,60,15.653058052062988,14.259929656982422,1.3931283950805664,0.05401067733764649,0.28778330563376103,5000
6,woman,talked,The woman talked. The woman, talked,10062,5,60,14.334725379943848,12.936327934265137,1.398397445678711,-0.03834095001220703,0.2971326665937226,6000
7,car,stopped,The car stopped. The car, stopped,6331,5,60,14.485960960388184,14.406177520751953,0.07978343963623047,-0.03561744689941406,0.36592185615105355,7000
8,train,moved,The train moved. The train, moved,4395,5,60,15.888041496276855,13.167612075805664,2.7204294204711914,0.036690807342529295,0.20449611342934437,8000
9,king,ruled,The king ruled. The king, ruled,12969,5,60,16.34830093383789,11.967889785766602,4.380411148071289,0.46728973388671874,0.5517283803365544,9000
10,queen,spoke,The queen spoke. The queen, spoke,7560,5,60,14.628744125366211,12.934487342834473,1.6942567825317383,0.00963134765625,0.1378409308082659,10000
11,teacher,asked,The teacher asked. The teacher, asked,2546,5,60,15.548632621765137,12.288918495178223,3.259714126586914,-0.04011325836181641,0.15608599486540622,11000
12,student,answered,The student answered. The student, answered,9577,5,60,14.042243003845215,11.268308639526367,2.7739343643188477,-0.04739789962768555,0.2174008462564478,12000
13,doctor,helped,The doctor helped. The doctor, helped,6518,5,60,14.913437843322754,11.839578628540039,3.073859214782715,0.13886585235595703,0.4548515265763403,13000
14,player,scored,The player scored. The player, scored,11691,5,60,13.918039321899414,13.374751091003418,0.5432882308959961,-0.029756546020507812,0.21204808713539777,14000
15,artist,painted,The artist painted. The artist, painted,16264,5,60,15.178522109985352,11.18725299835205,3.991269111633301,0.04997587203979492,0.5335781535214799,15000
16,writer,wrote,The writer wrote. The writer, wrote,4159,5,60,14.68624210357666,12.117025375366211,2.569216728210449,0.019591808319091797,0.24068738717774577,16000
17,chef,cooked,The chef cooked. The chef, cooked,18621,5,45,14.855389595031738,12.692367553710938,2.163022041320801,-0.07746744155883789,0.3182206829712957,17000
18,farmer,worked,The farmer worked. The farmer, worked,4307,5,60,15.788662910461426,12.912566184997559,2.876096725463867,0.1065938949584961,0.19780002635898575,18000
19,river,flowed,The river flowed. The river, flowed,41115,5,60,15.08019733428955,14.350515365600586,0.7296819686889648,0.08381862640380859,0.29842038497827134,19000
20,fire,burned,The fire burned. The fire, burned,15676,5,60,14.854310989379883,13.061139106750488,1.7931718826293945,-0.001699542999267578,0.21937156876016012,20000
21,wind,blew,The wind blew. The wind, blew,24294,5,60,17.344585418701172,14.532846450805664,2.811738967895508,0.127044677734375,0.2968192824692977,21000
22,door,opened,The door opened. The door, opened,5485,5,60,14.78018856048584,14.753096580505371,0.02709197998046875,0.055852222442626956,0.24019622293153753,22000
23,mouse,hid,The mouse hid. The mouse, hid,29334,5,60,14.25146484375,12.020306587219238,2.2311582565307617,0.11475505828857421,0.42818113546235337,23000
24,bear,slept,The bear slept. The bear, slept,21567,5,60,15.390039443969727,11.968218803405762,3.421820640563965,-0.002546405792236328,0.13251078489408366,24000
25,fox,waited,The fox waited. The fox, waited,13308,5,60,14.731345176696777,12.326719284057617,2.40462589263916,-0.0069979667663574215,0.20665745478566747,25000
26,goat,climbed,The goat climbed. The goat, climbed,21863,5,60,13.591497421264648,13.255743980407715,0.3357534408569336,-0.040305137634277344,0.2396155948600082,26000
27,cow,stood,The cow stood. The cow, stood,6225,5,60,15.727993965148926,15.213082313537598,0.5149116516113281,-0.02453327178955078,0.20901848915706528,27000
28,pig,ate,The pig ate. The pig, ate,18739,5,60,15.041844367980957,13.793329238891602,1.2485151290893555,0.032508468627929686,0.1529931075477634,28000
29,hen,laid,The hen laid. The hen, laid,10090,5,45,16.965211868286133,12.786805152893066,4.178406715393066,0.037899208068847653,0.21477739487014103,29000
30,shark,hunted,The shark hunted. The shark, hunted,47214,5,60,14.468525886535645,11.040193557739258,3.4283323287963867,0.1292323112487793,0.28460868763283753,30000
31,baby,cried,The baby cried. The baby, cried,14187,5,60,16.321914672851562,16.8053035736084,-0.48338890075683594,-0.08693256378173828,0.2697968162213623,31000
32,child,laughed,The child laughed. The child, laughed,12918,5,60,15.213553428649902,14.958130836486816,0.25542259216308594,0.04948902130126953,0.25652908520500434,32000
33,nurse,cared,The nurse cared. The nurse, cared,24782,5,60,16.73383331298828,11.430747985839844,5.3030853271484375,0.04318675994873047,0.48683970710672014,33000
34,pilot,flew,The pilot flew. The pilot, flew,18811,5,60,14.951519966125488,11.328516960144043,3.6230030059814453,-0.02405862808227539,0.19500422113570126,34000
35,driver,turned,The driver turned. The driver, turned,3531,5,60,14.854201316833496,12.254329681396484,2.5998716354370117,-0.019494056701660156,0.4168346067481184,35000
36,guard,watched,The guard watched. The guard, watched,9047,5,60,13.344101905822754,12.430639266967773,0.9134626388549805,0.056983661651611325,0.11736272187758906,36000
